text,aspect,arfs,sentiment
"Over time I have been experiencing issues with many of the faculty , their feedback ( individual ) came during the last week of class , they were unresponsive or they did nt know the material .",faculty,time experiencing issues,negative
I graduated with a degree in business ( MBA ) and I have to say this their faculty is top ranked .,faculty,graduated degree business,positive
"From an academic point of view , the faculty is great for the most part .",faculty,academic point view,positive
Bottom line is that I have been very disappointed with ETRADE .,ETRADE,Bottom line disappointed,negative
"My first complaint is that when I opened the account , I did not notice that ETRADE had credited my account $ 50 , so I called their customer service .",ETRADE,first complaint opened,negative
"At time I ca n't even do a simple thing like checking stock quotes , I mean yahoo a free service with 10 times more users is more reliable than ETRADE .",ETRADE,time ca n't,negative
This tells me that there is definitely wrong with the ETRADE system .,ETRADE,tells definitely wrong,negative
"Well wrong , ETRADE was an old trading company which just took their business to the web .",ETRADE,Well wrong old,negative
"I have spent hours on the phone trying to resolve issues that proper site testing could have prevented ; in every case , the issues were clearly visible to the customer service reps , who were helpless to fix them .","customer, service, reps",spent hours phone,negative
E - trades customer service reps do not impress me and this is important when you are dealing with other people ?,"customer, service, reps",E trades service,negative
They have very aggressive incentive programs to join ( the reason I signed up in the first place ) and are always cutting edge on new products .,"incentive, programs",aggressive programs join,positive
"* Fast response : Every time I have put in an order at the current price from home , the order has been executed before my dial - up modem can refresh the screen .",response,Fast Every time,positive
